"Story","Title","Result","Date","Stability","Duration (s)"
"Simulacion de un ahorro en Bancolombia para adquirir una moto","Prueba a realizar - Generar una excepcion","ERROR","2019-01-29T09:03:34.169-05:00[America/Bogota]","0.0","38.9"
